run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775441777_b5861162,1775441782.4588096,1775442677.4991987,895.0403890609741,348,6.0,995.0,12.0,133.27959049406732,19.60126133724856,0.7899537416214638,1.0078577995300293,432.6767077445984,-1.0078577995300293,160,completed
