run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775445336_a849e910,1775445337.9748287,1775446232.4132328,894.438404083252,167,6.0,981.0,11.0,345.0859959039695,18.580212677742857,0.807322254547706,1.0078577995300293,380.7558491230011,-1.0078577995300293,115,completed
