run_id,timestamp,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error,mae
run_1775445336_a849e910,1775445337.9748287,6.0,981.0,11.0,27.10686492919922,0.0,23.995223999023438,-100.0,-100.0,0.0,2.576763153076172,734.7821262898506,27.10686492919922
run_1775445336_a849e910,1775445340.484298,6.0,981.0,11.0,27.10686492919922,0.0,23.995223999023438,-100.0,-100.0,0.0,2.730600595474243,734.7821262898506,27.10686492919922
run_1775445336_a849e910,1775445343.003586,6.0,981.0,11.0,27.06238555908203,0.0,23.8951473236084,-100.0,-100.0,0.0,2.73714280128479,732.3727121484117,27.06238555908203
run_1775445336_a849e910,1775445345.5191007,6.0,981.0,11.0,27.017908096313477,0.0,23.8951473236084,-100.0,-100.0,0.0,2.476048469543457,729.9673579008413,27.017908096313477
run_1775445336_a849e910,1775445348.0300732,6.0,981.0,11.0,26.97340202331543,0.0,23.845077514648438,-100.0,-100.0,0.0,2.899007797241211,727.5644167113969,26.97340202331543
run_1775445336_a849e910,1775445350.5439737,6.0,981.0,11.0,26.928926467895508,0.0,23.795042037963867,-100.0,-100.0,0.0,2.6224727630615234,725.1670807133232,26.928926467895508
run_1775445336_a849e910,1775445353.0497904,6.0,981.0,11.0,26.928926467895508,0.0,23.74497413635254,-100.0,-100.0,0.0,2.63664174079895,725.1670807133232,26.928926467895508
run_1775445336_a849e910,1775445355.902943,6.0,981.0,11.0,26.884422302246094,0.0,23.74497413635254,-100.0,-100.0,0.0,2.668107032775879,722.7721625255072,26.884422302246094
run_1775445336_a849e910,1775445358.4192276,6.0,981.0,11.0,26.839948654174805,0.0,23.694942474365234,-100.0,-100.0,0.0,2.413597583770752,720.3828437587399,26.839948654174805
run_1775445336_a849e910,1775445360.9315317,6.0,981.0,11.0,26.839948654174805,0.0,23.64490509033203,-100.0,-100.0,0.0,2.456700563430786,720.3828437587399,26.839948654174805
run_1775445336_a849e910,1775445363.437589,6.0,981.0,11.0,26.79547119140625,0.0,23.64490509033203,-100.0,-100.0,0.0,2.2223570346832275,717.9972763694823,26.79547119140625
run_1775445336_a849e910,1775445365.9606004,6.0,981.0,11.0,26.79547119140625,0.0,23.594839096069336,-100.0,-100.0,0.0,2.296203851699829,717.9972763694823,26.79547119140625
run_1775445336_a849e910,1775445368.4768548,6.0,981.0,11.0,26.75096893310547,0.0,23.594839096069336,-100.0,-100.0,0.0,2.476752281188965,715.6143388599739,26.75096893310547
run_1775445336_a849e910,1775445370.9902122,6.0,981.0,11.0,26.70649528503418,0.0,23.54480743408203,-100.0,-100.0,0.0,2.1309592723846436,713.2368904095529,26.70649528503418
run_1775445336_a849e910,1775445373.4884498,6.0,981.0,11.0,26.70649528503418,0.0,23.54480743408203,-100.0,-100.0,0.0,2.3315389156341553,713.2368904095529,26.70649528503418
run_1775445336_a849e910,1775445375.9934278,6.0,981.0,11.0,26.66199493408203,0.0,23.49474334716797,-100.0,-100.0,0.0,2.006019353866577,710.8619738650159,26.66199493408203
run_1775445336_a849e910,1775445378.4997077,6.0,981.0,11.0,26.66199493408203,0.0,23.49474334716797,-100.0,-100.0,0.0,1.8146666288375854,710.8619738650159,26.66199493408203
run_1775445336_a849e910,1775445381.0091474,6.0,981.0,11.0,26.617523193359375,0.0,23.444713592529297,-100.0,-100.0,0.0,1.9191555976867676,708.4925409490243,26.617523193359375
run_1775445336_a849e910,1775445383.522162,6.0,981.0,11.0,26.617523193359375,0.0,23.444713592529297,-100.0,-100.0,0.0,2.1316683292388916,708.4925409490243,26.617523193359375
run_1775445336_a849e910,1775445386.0310636,6.0,981.0,11.0,26.617523193359375,0.0,23.444713592529297,-100.0,-100.0,0.0,1.86423659324646,708.4925409490243,26.617523193359375
run_1775445336_a849e910,1775445388.552255,6.0,981.0,11.0,26.57305145263672,0.0,23.394681930541992,-100.0,-100.0,0.0,1.6864080429077148,706.1270635044784,26.57305145263672
run_1775445336_a849e910,1775445391.0538254,6.0,981.0,11.0,26.57305145263672,0.0,23.344655990600586,-100.0,-100.0,0.0,1.823413610458374,706.1270635044784,26.57305145263672
run_1775445336_a849e910,1775445393.568618,6.0,981.0,11.0,26.528583526611328,0.0,23.344655990600586,-100.0,-100.0,0.0,1.6494791507720947,703.7657439283939,26.528583526611328
run_1775445336_a849e910,1775445396.0862234,6.0,981.0,11.0,26.528583526611328,0.0,23.294593811035156,-100.0,-100.0,0.0,1.7956680059432983,703.7657439283939,26.528583526611328
run_1775445336_a849e910,1775445398.590924,6.0,981.0,11.0,26.48408317565918,0.0,23.294593811035156,-100.0,-100.0,0.0,1.6243802309036255,701.4066616552336,26.48408317565918
run_1775445336_a849e910,1775445401.1091015,6.0,981.0,11.0,26.48408317565918,0.0,23.294593811035156,-100.0,-100.0,0.0,1.397591233253479,701.4066616552336,26.48408317565918
run_1775445336_a849e910,1775445403.6145782,6.0,981.0,11.0,26.439584732055664,0.0,23.24453353881836,-100.0,-100.0,0.0,1.6369860172271729,699.051640803551,26.439584732055664
run_1775445336_a849e910,1775445406.13395,6.0,981.0,11.0,26.439584732055664,0.0,23.24453353881836,-100.0,-100.0,0.0,1.4084371328353882,699.051640803551,26.439584732055664
run_1775445336_a849e910,1775445408.63111,6.0,981.0,11.0,26.395118713378906,0.0,23.194509506225586,-100.0,-100.0,0.0,1.6502784490585327,696.7022918933653,26.395118713378906
run_1775445336_a849e910,1775445411.1567671,6.0,981.0,11.0,26.395118713378906,0.0,23.194509506225586,-100.0,-100.0,0.0,1.4198739528656006,696.7022918933653,26.395118713378906
run_1775445336_a849e910,1775445413.6591463,6.0,981.0,11.0,26.395118713378906,0.0,23.194509506225586,-100.0,-100.0,0.0,1.2844334840774536,696.7022918933653,26.395118713378906
run_1775445336_a849e910,1775445416.1815808,6.0,981.0,11.0,26.350648880004883,0.0,23.144479751586914,-100.0,-100.0,0.0,1.4593671560287476,694.3566963973026,26.350648880004883
run_1775445336_a849e910,1775445418.7040765,6.0,981.0,11.0,26.350648880004883,0.0,23.144479751586914,-100.0,-100.0,0.0,1.3201589584350586,694.3566963973026,26.350648880004883
run_1775445336_a849e910,1775445421.2171855,6.0,981.0,11.0,26.306182861328125,0.0,23.09445571899414,-100.0,-100.0,0.0,1.4936432838439941,692.0152567336336,26.306182861328125
run_1775445336_a849e910,1775445423.7603624,6.0,981.0,11.0,26.306182861328125,0.0,23.09445571899414,-100.0,-100.0,0.0,1.351165533065796,692.0152567336336,26.306182861328125
run_1775445336_a849e910,1775445426.2741601,6.0,981.0,11.0,26.306182861328125,0.0,23.09445571899414,-100.0,-100.0,0.0,1.162521481513977,692.0152567336336,26.306182861328125
run_1775445336_a849e910,1775445428.7815971,6.0,981.0,11.0,26.261714935302734,0.0,23.044429779052734,-100.0,-100.0,0.0,1.427836298942566,689.6776713431027,26.261714935302734
run_1775445336_a849e910,1775445431.286725,6.0,981.0,11.0,26.261714935302734,0.0,23.044429779052734,-100.0,-100.0,0.0,1.2284880876541138,689.6776713431027,26.261714935302734
run_1775445336_a849e910,1775445433.7991138,6.0,981.0,11.0,26.21722412109375,0.0,22.99437713623047,-100.0,-100.0,0.0,1.4991966485977173,687.34284061566,26.21722412109375
run_1775445336_a849e910,1775445436.314777,6.0,981.0,11.0,26.21722412109375,0.0,22.99437713623047,-100.0,-100.0,0.0,1.2898855209350586,687.34284061566,26.21722412109375
run_1775445336_a849e910,1775445438.8232832,6.0,981.0,11.0,26.21722412109375,0.0,22.944320678710938,-100.0,-100.0,0.0,1.5586789846420288,687.34284061566,26.21722412109375
run_1775445336_a849e910,1775445441.353016,6.0,981.0,11.0,26.1727294921875,0.0,22.944320678710938,-100.0,-100.0,0.0,1.341063141822815,685.0117690712214,26.1727294921875
run_1775445336_a849e910,1775445443.8652925,6.0,981.0,11.0,26.1727294921875,0.0,22.894329071044922,-100.0,-100.0,0.0,1.6164190769195557,685.0117690712214,26.1727294921875
run_1775445336_a849e910,1775445446.3850298,6.0,981.0,11.0,26.128292083740234,0.0,22.894329071044922,-100.0,-100.0,0.0,1.7825597524642944,682.6876472132426,26.128292083740234
run_1775445336_a849e910,1775445448.8951688,6.0,981.0,11.0,26.083799362182617,0.0,22.79425621032715,-100.0,-100.0,0.0,2.0200748443603516,680.3645891665983,26.083799362182617
run_1775445336_a849e910,1775445451.3983843,6.0,981.0,11.0,25.994848251342773,0.0,22.744203567504883,-100.0,-100.0,0.0,2.110686779022217,675.7321356103384,25.994848251342773
run_1775445336_a849e910,1775445453.8935535,6.0,981.0,11.0,25.950355529785156,0.0,22.694150924682617,-100.0,-100.0,0.0,2.29725980758667,673.420952122251,25.950355529785156
run_1775445336_a849e910,1775445456.407945,6.0,981.0,11.0,25.905921936035156,0.0,22.644163131713867,-100.0,-100.0,0.0,2.767871379852295,671.1167913559475,25.905921936035156
run_1775445336_a849e910,1775445458.9084022,6.0,981.0,11.0,25.861433029174805,0.0,22.544097900390625,-100.0,-100.0,0.0,3.157538890838623,668.8137183224935,25.861433029174805
run_1775445336_a849e910,1775445461.4244409,6.0,981.0,11.0,25.728031158447266,0.0,22.444034576416016,-100.0,-100.0,0.0,3.2439370155334473,661.9315872900333,25.728031158447266
run_1775445336_a849e910,1775445463.9258845,6.0,981.0,11.0,25.683574676513672,0.0,22.343971252441406,-100.0,-100.0,0.0,3.9438672065734863,659.6460081640544,25.683574676513672
run_1775445336_a849e910,1775445466.441072,6.0,981.0,11.0,25.59463119506836,0.0,22.293960571289062,-100.0,-100.0,0.0,3.967057228088379,655.0851460115664,25.59463119506836
run_1775445336_a849e910,1775445468.974897,6.0,981.0,11.0,25.505664825439453,0.0,22.093883514404297,-100.0,-100.0,0.0,4.553520202636719,650.5389381876594,25.505664825439453
run_1775445336_a849e910,1775445471.4811356,6.0,981.0,11.0,25.372303009033203,0.0,22.043842315673828,-100.0,-100.0,0.0,4.90267276763916,643.7537599821953,25.372303009033203
run_1775445336_a849e910,1775445473.9740667,6.0,981.0,11.0,25.238922119140625,0.0,21.893787384033203,-100.0,-100.0,0.0,5.3550238609313965,637.0031897360459,25.238922119140625
run_1775445336_a849e910,1775445476.5086923,6.0,981.0,11.0,25.105575561523438,0.0,21.743772506713867,-100.0,-100.0,0.0,6.019490718841553,630.2899242753629,25.105575561523438
run_1775445336_a849e910,1775445479.0197926,6.0,981.0,11.0,25.061067581176758,0.0,21.59369468688965,-100.0,-100.0,0.0,6.3423380851745605,628.0571083083087,25.061067581176758
run_1775445336_a849e910,1775445481.5495574,6.0,981.0,11.0,24.838809967041016,0.0,21.443660736083984,-100.0,-100.0,0.0,6.5123186111450195,616.9664805787761,24.838809967041016
run_1775445336_a849e910,1775445484.0679166,6.0,981.0,11.0,24.749921798706055,0.0,21.243635177612305,-100.0,-100.0,0.0,7.500644683837891,612.5586290420651,24.749921798706055
run_1775445336_a849e910,1775445486.5943072,6.0,981.0,11.0,24.616539001464844,0.0,21.193607330322266,-100.0,-100.0,0.0,7.5838470458984375,605.9739924106398,24.616539001464844
run_1775445336_a849e910,1775445489.1271598,6.0,981.0,11.0,24.483177185058594,0.0,21.0435733795166,-100.0,-100.0,0.0,7.680784702301025,599.4259650749736,24.483177185058594
run_1775445336_a849e910,1775445491.6630096,6.0,981.0,11.0,24.305397033691406,0.0,20.843570709228516,-100.0,-100.0,0.0,8.514334678649902,590.752324965375,24.305397033691406
run_1775445336_a849e910,1775445494.1786263,6.0,981.0,11.0,24.216514587402344,0.0,20.643566131591797,-100.0,-100.0,0.0,8.477049827575684,586.4395787618705,24.216514587402344
run_1775445336_a849e910,1775445496.6749523,6.0,981.0,11.0,23.994287490844727,0.0,20.493574142456055,-100.0,-100.0,0.0,8.435604095458984,575.7258321933077,23.994287490844727
run_1775445336_a849e910,1775445499.1803024,6.0,981.0,11.0,23.816524505615234,0.0,20.293590545654297,-100.0,-100.0,0.0,9.539105415344238,567.226839526571,23.816524505615234
run_1775445336_a849e910,1775445501.6981835,6.0,981.0,11.0,23.72765350341797,0.0,20.19361114501953,-100.0,-100.0,0.0,9.419622421264648,563.001540778263,23.72765350341797
run_1775445336_a849e910,1775445504.2227054,6.0,981.0,11.0,23.46104621887207,0.0,19.8936767578125,-100.0,-100.0,0.0,9.593913078308105,550.4206896840515,23.46104621887207
run_1775445336_a849e910,1775445506.7301817,6.0,981.0,11.0,23.416608810424805,0.0,19.843685150146484,-100.0,-100.0,0.0,9.853203773498535,548.3375681804646,23.416608810424805
run_1775445336_a849e910,1775445509.2343943,6.0,981.0,11.0,23.194446563720703,0.0,19.593751907348633,-100.0,-100.0,0.0,10.362232208251953,537.9823513972951,23.194446563720703
run_1775445336_a849e910,1775445511.7379863,6.0,981.0,11.0,23.01673126220703,0.0,19.393823623657227,-100.0,-100.0,0.0,10.939346313476562,529.7699179966585,23.01673126220703
run_1775445336_a849e910,1775445514.2466943,6.0,981.0,11.0,22.83904266357422,0.0,19.19392204284668,-100.0,-100.0,0.0,10.962282180786133,521.6218697885633,22.83904266357422
run_1775445336_a849e910,1775445516.7564242,6.0,981.0,11.0,22.750158309936523,0.0,18.993988037109375,-100.0,-100.0,0.0,10.698906898498535,517.5697031271739,22.750158309936523
run_1775445336_a849e910,1775445519.2687032,6.0,981.0,11.0,22.48368263244629,0.0,18.794143676757812,-100.0,-100.0,0.0,10.678871154785156,505.5159847165669,22.48368263244629
run_1775445336_a849e910,1775445521.7872741,6.0,981.0,11.0,22.394840240478516,0.0,18.594228744506836,-100.0,-100.0,0.0,11.194758415222168,501.5288693965558,22.394840240478516
run_1775445336_a849e910,1775445524.2886124,6.0,981.0,11.0,22.172725677490234,0.0,18.44431495666504,-100.0,-100.0,0.0,11.497035026550293,491.6297639692348,22.172725677490234
run_1775445336_a849e910,1775445526.807507,6.0,981.0,11.0,21.995086669921875,0.0,18.144590377807617,-100.0,-100.0,0.0,11.949445724487305,483.78383761737496,21.995086669921875
run_1775445336_a849e910,1775445529.3017373,6.0,981.0,11.0,21.817445755004883,0.0,18.044626235961914,-100.0,-100.0,0.0,11.815323829650879,476.0009392725806,21.817445755004883
run_1775445336_a849e910,1775445531.8037636,6.0,981.0,11.0,21.59540557861328,0.0,17.794830322265625,-100.0,-100.0,0.0,11.826793670654297,466.36154210480163,21.59540557861328
run_1775445336_a849e910,1775445534.3178759,6.0,981.0,11.0,21.417802810668945,0.0,17.595027923583984,-100.0,-100.0,0.0,12.432109832763672,458.7222772366986,21.417802810668945
run_1775445336_a849e910,1775445536.8220487,6.0,981.0,11.0,21.329004287719727,0.0,17.395221710205078,-100.0,-100.0,0.0,12.028290748596191,454.9264239055665,21.329004287719727
run_1775445336_a849e910,1775445539.319259,6.0,981.0,11.0,21.018199920654297,0.0,17.145475387573242,-100.0,-100.0,0.0,12.201713562011719,441.7647279045923,21.018199920654297
run_1775445336_a849e910,1775445541.8280835,6.0,981.0,11.0,20.751853942871094,0.0,16.646072387695312,-100.0,-100.0,0.0,12.88864803314209,430.63944206625456,20.751853942871094
run_1775445336_a849e910,1775445551.6950643,6.0,981.0,11.0,20.17481231689453,0.0,15.996910095214844,-100.0,-100.0,0.0,13.041153907775879,407.0230520219193,20.17481231689453
run_1775445336_a849e910,1775445559.773008,6.0,981.0,11.0,19.597858428955078,0.0,15.347909927368164,-100.0,-100.0,0.0,13.164338111877441,384.0760550013656,19.597858428955078
run_1775445336_a849e910,1775445567.8411455,6.0,981.0,11.0,19.02104949951172,0.0,14.649140357971191,-100.0,-100.0,0.0,13.63514518737793,361.800324062875,19.02104949951172
