run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774306445_f7f0bc90,1774306446.6790798,1774307343.006081,896.3270015716553,336,25.0,1000.0,20.0,141.98324730782406,1207.6044969443897,8.232545993115643,10.904603958129885,513.403805732727,-10.904603958129885,134
