run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774494142_da50d843,1774494143.687652,1774495040.9981902,897.3105382919312,364,24.0,782.0,15.0,190.49996095059976,741.133489839674,5.497792579718595,8.53281021118164,377.3598129749298,-8.53281021118164,195
