run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774295693_9f9a2858,1774295694.6809597,1774296292.8911808,598.2102210521698,211,18.0,1000.0,5.0,277.793512382738,590.8842599006526,4.144654950544016,7.638395309448242,164.43879580497742,-7.638395309448242,144
