run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775518428_b8b37375,1775518429.957881,1775519327.1616805,897.2037994861603,355,6.0,224.0,15.0,189.034502584097,41.05736228173691,0.7242304225300633,1.800889015197754,395.05597043037415,-1.800889015197754,183,completed
