Date/Time;dkp_mult;dki_mult;dkd_mult;Kp_suggested;Ki_suggested;Kd_suggested;is_step;updated
18.01.26 19:16:13;0,0440;0,1500;0,0000;10,0880;618,0000;6,0000;0;1
18.01.26 19:16:15;0,0000;0,0000;0,0000;10,0880;618,0000;6,0000;0;0
18.01.26 19:16:17;0,0000;0,0000;0,0000;10,0880;618,0000;6,0000;0;0
18.01.26 19:16:19;0,0440;0,1500;0,0000;10,1768;636,5400;6,0000;0;1
18.01.26 19:16:21;0,0000;0,0000;0,0000;10,1768;636,5400;6,0000;0;0
18.01.26 19:16:23;0,0000;0,0000;0,0000;10,1768;636,5400;6,0000;0;0
18.01.26 19:16:25;0,0440;0,1500;0,0000;10,2663;655,6362;6,0000;0;1
18.01.26 19:16:27;0,0000;0,0000;0,0000;10,2663;655,6362;6,0000;0;0
18.01.26 19:16:29;0,0000;0,0000;0,0000;10,2663;655,6362;6,0000;0;0
18.01.26 19:16:31;0,0440;0,1500;0,0000;10,3567;675,3053;6,0000;0;1
18.01.26 19:16:34;0,0000;0,0000;0,0000;10,3567;675,3053;6,0000;0;0
18.01.26 19:16:36;0,0000;0,0000;0,0000;10,3567;675,3053;6,0000;0;0
18.01.26 19:16:38;0,0174;0,1500;0,0000;10,3927;695,5644;6,0000;0;1
18.01.26 19:16:40;0,0000;0,0000;0,0000;10,3927;695,5644;6,0000;0;0
18.01.26 19:16:42;0,0000;0,0000;0,0000;10,3927;695,5644;6,0000;0;0
18.01.26 19:16:44;0,0000;0,1500;0,0000;10,3927;716,4314;6,0000;0;1
18.01.26 19:16:46;0,0000;0,0000;0,0000;10,3927;716,4314;6,0000;0;0
18.01.26 19:16:48;0,0000;0,0000;0,0000;10,3927;716,4314;6,0000;0;0
18.01.26 19:16:50;0,0000;0,1500;0,0000;10,3927;737,9243;6,0000;0;1
18.01.26 19:16:52;0,0000;0,0000;0,0000;10,3927;737,9243;6,0000;0;0
18.01.26 19:16:54;0,0000;0,0000;0,0000;10,3927;737,9243;6,0000;0;0
18.01.26 19:16:56;0,0000;0,1500;0,0000;10,3927;760,0620;6,0000;0;1
18.01.26 19:16:58;0,0000;0,0000;0,0000;10,3927;760,0620;6,0000;0;0
18.01.26 19:17:00;0,0000;0,0000;0,0000;10,3927;760,0620;6,0000;0;0
18.01.26 19:17:02;0,0000;0,1500;0,0000;10,3927;782,8639;6,0000;0;1
18.01.26 19:17:04;0,0000;0,0000;0,0000;10,3927;782,8639;6,0000;0;0
18.01.26 19:17:07;0,0000;0,0000;0,0000;10,3927;782,8639;6,0000;0;0
18.01.26 19:17:09;0,0000;0,1500;0,0000;10,3927;806,3498;6,0000;0;1
18.01.26 19:17:11;0,0000;0,0000;0,0000;10,3927;806,3498;6,0000;0;0
18.01.26 19:17:13;0,0000;0,0000;0,0000;10,3927;806,3498;6,0000;0;0
18.01.26 19:17:15;0,0000;0,1500;0,0000;10,3927;830,5403;6,0000;0;1
18.01.26 19:17:17;0,0000;0,0000;0,0000;10,3927;830,5403;6,0000;0;0
18.01.26 19:17:19;0,0000;0,0000;0,0000;10,3927;830,5403;6,0000;0;0
18.01.26 19:17:21;0,0000;0,1500;0,0000;10,3927;855,4565;6,0000;0;1
18.01.26 19:17:23;0,0000;0,0000;0,0000;10,3927;855,4565;6,0000;0;0
18.01.26 19:17:25;0,0000;0,0000;0,0000;10,3927;855,4565;6,0000;0;0
18.01.26 19:17:27;0,0000;0,1500;0,0000;10,3927;881,1202;6,0000;0;1
18.01.26 19:17:29;0,0000;0,0000;0,0000;10,3927;881,1202;6,0000;0;0
18.01.26 19:17:31;0,0000;0,0000;0,0000;10,3927;881,1202;6,0000;0;0
18.01.26 19:17:34;0,0000;0,1500;0,0000;10,3927;907,5538;6,0000;0;1
18.01.26 19:17:36;0,0000;0,0000;0,0000;10,3927;907,5538;6,0000;0;0
18.01.26 19:17:38;0,0000;0,0000;0,0000;10,3927;907,5538;6,0000;0;0
18.01.26 19:17:40;0,0000;0,1500;0,0000;10,3927;934,7804;6,0000;0;1
18.01.26 19:17:42;0,0000;0,0000;0,0000;10,3927;934,7804;6,0000;0;0
18.01.26 19:17:44;0,0000;0,0000;0,0000;10,3927;934,7804;6,0000;0;0
18.01.26 19:17:46;0,0000;0,1500;0,0000;10,3927;962,8239;6,0000;0;1
18.01.26 19:17:48;0,0000;0,0000;0,0000;10,3927;962,8239;6,0000;0;0
18.01.26 19:17:50;0,0000;0,0000;0,0000;10,3927;962,8239;6,0000;0;0
18.01.26 19:17:52;0,0000;0,1500;0,0000;10,3927;991,7086;6,0000;0;1
18.01.26 19:17:54;0,0000;0,0000;0,0000;10,3927;991,7086;6,0000;0;0
18.01.26 19:17:56;0,0000;0,0000;0,0000;10,3927;991,7086;6,0000;0;0
18.01.26 19:17:58;-0,0000;0,1500;0,0000;10,3926;1021,4598;6,0000;0;1
18.01.26 19:18:00;0,0000;0,0000;0,0000;10,3926;1021,4598;6,0000;0;0
18.01.26 19:18:02;0,0000;0,0000;0,0000;10,3926;1021,4598;6,0000;0;0
18.01.26 19:18:05;-0,0000;0,1500;0,0000;10,3926;1052,1036;6,0000;0;1
18.01.26 19:18:07;0,0000;0,0000;0,0000;10,3926;1052,1036;6,0000;0;0
18.01.26 19:18:09;0,0000;0,0000;0,0000;10,3926;1052,1036;6,0000;0;0
