Date/Time;Temperature;Setpoint Temperature °C;Temperature Control (P) %;Temperature Control (I) %;Temperature Control (D) %
18.01.26 19:20:56;-3,43;0,00;34,83;0,27;1,50
18.01.26 19:20:58;-3,48;0,00;34,83;0,38;1,35
18.01.26 19:21:00;-3,53;0,00;35,33;0,50;1,36
18.01.26 19:21:02;-3,53;0,00;35,33;0,62;1,23
18.01.26 19:21:04;-3,53;0,00;35,33;0,73;1,11
18.01.26 19:21:06;-3,58;0,00;35,83;0,85;1,15
18.01.26 19:21:08;-3,63;0,00;36,32;0,97;1,18
18.01.26 19:21:10;-3,63;0,00;36,32;1,09;1,07
18.01.26 19:21:12;-3,63;0,00;36,32;1,22;0,92
18.01.26 19:21:14;-3,63;0,00;36,32;1,34;0,98
18.01.26 19:21:16;-3,68;0,00;36,82;1,46;0,88
18.01.26 19:21:18;-3,68;0,00;36,82;1,64;0,80
18.01.26 19:21:20;-3,73;0,00;37,31;1,77;0,86
18.01.26 19:21:22;-3,73;0,00;37,31;1,89;0,78
18.01.26 19:21:24;-3,73;0,00;37,31;2,02;0,71
18.01.26 19:21:26;-3,73;0,00;37,81;2,14;0,78
18.01.26 19:21:29;-3,78;0,00;37,81;2,27;0,71
18.01.26 19:21:31;-3,78;0,00;37,81;2,39;0,64
18.01.26 19:21:33;-3,78;0,00;37,81;2,52;0,58
18.01.26 19:21:35;-3,78;0,00;38,31;2,64;0,67
18.01.26 19:21:37;-3,83;0,00;38,31;2,77;0,61
18.01.26 19:21:39;-3,83;0,00;38,31;2,90;0,55
18.01.26 19:21:41;-3,83;0,00;38,31;3,03;0,50
18.01.26 19:21:43;-3,88;0,00;38,80;3,16;0,59
18.01.26 19:21:45;-3,88;0,00;38,80;3,29;0,50
18.01.26 19:21:47;-3,88;0,00;38,80;3,42;0,60
18.01.26 19:21:49;-3,93;0,00;39,30;3,55;0,55
18.01.26 19:21:51;-3,93;0,00;39,30;3,74;0,49
18.01.26 19:21:53;-3,93;0,00;39,30;3,87;0,45
18.01.26 19:21:55;-3,93;0,00;39,30;4,00;0,40
18.01.26 19:21:57;-3,93;0,00;39,79;4,14;0,51
18.01.26 19:21:59;-3,98;0,00;39,79;4,27;0,46
18.01.26 19:22:02;-3,98;0,00;39,79;4,40;0,42
18.01.26 19:22:04;-3,98;0,00;39,79;4,53;0,38
18.01.26 19:22:06;-3,98;0,00;40,29;4,67;0,49
18.01.26 19:22:08;-4,03;0,00;40,29;4,80;0,44
18.01.26 19:22:10;-4,03;0,00;40,29;4,94;0,40
18.01.26 19:22:12;-4,08;0,00;40,79;5,07;0,50
18.01.26 19:22:14;-4,08;0,00;40,79;5,21;0,44
18.01.26 19:22:16;-4,08;0,00;40,79;5,41;0,40
18.01.26 19:22:19;-4,08;0,00;40,79;5,55;0,34
18.01.26 19:22:21;-4,13;0,00;41,28;5,75;0,45
18.01.26 19:22:23;-4,13;0,00;41,28;5,89;0,40
18.01.26 19:22:25;-4,13;0,00;41,28;6,03;0,36
18.01.26 19:22:27;-4,13;0,00;41,28;6,16;0,33
18.01.26 19:22:29;-4,13;0,00;41,28;6,30;0,30
18.01.26 19:22:32;-4,13;0,00;41,28;6,44;0,27
18.01.26 19:22:34;-4,13;0,00;41,28;6,58;0,24
18.01.26 19:22:36;-4,13;0,00;41,28;6,71;0,22
18.01.26 19:22:38;-4,13;0,00;41,28;6,85;0,20
18.01.26 19:22:40;-4,13;0,00;41,28;6,99;0,18
18.01.26 19:22:42;-4,18;0,00;41,78;7,13;0,29
18.01.26 19:22:44;-4,18;0,00;41,78;7,27;0,26
18.01.26 19:22:46;-4,18;0,00;41,78;7,48;0,23
18.01.26 19:22:48;-4,18;0,00;41,78;7,62;0,21
18.01.26 19:22:50;-4,18;0,00;41,78;7,76;0,19
18.01.26 19:22:52;-4,18;0,00;41,78;7,90;0,17
18.01.26 19:22:55;-4,18;0,00;41,78;8,03;0,16
18.01.26 19:22:57;-4,18;0,00;41,78;8,17;0,14
18.01.26 19:22:59;-4,18;0,00;41,78;8,31;0,13
18.01.26 19:23:01;-4,18;0,00;41,78;8,45;0,12
18.01.26 19:23:03;-4,18;0,00;41,78;8,59;0,10
18.01.26 19:23:05;-4,18;0,00;41,78;8,73;0,09
18.01.26 19:23:07;-4,18;0,00;41,78;8,87;0,09
18.01.26 19:23:09;-4,18;0,00;41,78;9,01;0,07
18.01.26 19:23:11;-4,18;0,00;41,78;9,15;0,07
18.01.26 19:23:13;-4,18;0,00;41,78;9,36;0,06
18.01.26 19:23:15;-4,18;0,00;41,78;9,50;0,20
18.01.26 19:23:17;-4,18;0,00;41,78;9,64;0,04
18.01.26 19:23:19;-4,18;0,00;41,78;9,78;0,04
18.01.26 19:23:21;-4,18;0,00;41,78;9,92;0,03
18.01.26 19:23:24;-4,18;0,00;41,78;10,05;0,03
18.01.26 19:23:26;-4,23;0,00;42,27;10,20;0,17
18.01.26 19:23:28;-4,18;0,00;41,78;10,33;0,01
18.01.26 19:23:30;-4,18;0,00;41,78;10,47;0,01
18.01.26 19:23:32;-4,18;0,00;41,78;10,61;0,01
18.01.26 19:23:34;-4,18;0,00;41,78;10,75;0,01
18.01.26 19:23:36;-4,18;0,00;41,78;10,89;0,01
18.01.26 19:23:38;-4,18;0,00;41,78;11,03;0,01
18.01.26 19:23:40;-4,18;0,00;41,78;11,17;0,01
18.01.26 19:23:42;-4,18;0,00;41,78;11,31;0,01
18.01.26 19:23:44;-4,18;0,00;41,78;11,45;0,01
18.01.26 19:23:46;-4,18;0,00;41,78;11,59;0,01
18.01.26 19:23:48;-4,18;0,00;41,78;11,80;0,01
18.01.26 19:23:50;-4,23;0,00;42,27;11,94;-0,00
18.01.26 19:23:52;-4,18;0,00;41,78;12,08;-0,00
18.01.26 19:23:54;-4,23;0,00;41,78;12,22;-0,01
18.01.26 19:23:57;-4,18;0,00;41,78;12,36;-0,01
18.01.26 19:23:59;-4,23;0,00;41,78;12,50;-0,02
18.01.26 19:24:01;-4,18;0,00;41,78;12,64;-0,02
18.01.26 19:24:03;-4,23;0,00;42,27;12,78;0,12
18.01.26 19:24:05;-4,23;0,00;42,27;12,92;0,11
18.01.26 19:24:07;-4,18;0,00;42,27;13,06;0,11
18.01.26 19:24:09;-4,18;0,00;41,78;13,20;-0,04
18.01.26 19:24:11;-4,18;0,00;41,78;13,34;-0,04
18.01.26 19:24:13;-4,18;0,00;41,78;13,48;-0,04
18.01.26 19:24:15;-4,18;0,00;41,78;13,62;-0,03
18.01.26 19:24:17;-4,18;0,00;41,78;13,75;-0,03
18.01.26 19:24:19;-4,18;0,00;41,78;13,89;-0,03
18.01.26 19:24:21;-4,18;0,00;41,78;14,10;-0,02
18.01.26 19:24:23;-4,18;0,00;41,78;14,24;-0,02
18.01.26 19:24:25;-4,18;0,00;41,78;14,38;-0,16
18.01.26 19:24:27;-4,13;0,00;41,28;14,52;-0,15
18.01.26 19:24:29;-4,13;0,00;41,28;14,66;-0,13
18.01.26 19:24:32;-4,13;0,00;41,28;14,79;-0,12
18.01.26 19:24:34;-4,13;0,00;41,28;14,93;-0,11
18.01.26 19:24:36;-4,13;0,00;41,28;15,07;-0,10
18.01.26 19:24:38;-4,13;0,00;41,28;15,21;-0,09
18.01.26 19:24:40;-4,13;0,00;41,28;15,34;-0,08
18.01.26 19:24:42;-4,13;0,00;41,28;15,48;-0,07
18.01.26 19:24:44;-4,08;0,00;40,79;15,62;-0,21
18.01.26 19:24:46;-4,08;0,00;40,79;15,75;-0,19
18.01.26 19:24:48;-4,08;0,00;40,79;15,89;-0,16
18.01.26 19:24:50;-4,08;0,00;40,79;16,03;-0,29
18.01.26 19:24:52;-4,03;0,00;40,29;16,16;-0,26
18.01.26 19:24:54;-4,08;0,00;40,79;16,36;-0,10
18.01.26 19:24:56;-4,03;0,00;40,29;16,50;-0,23
18.01.26 19:24:58;-4,03;0,00;40,29;16,63;-0,20
18.01.26 19:25:00;-4,03;0,00;40,29;16,77;-0,19
18.01.26 19:25:03;-4,03;0,00;40,29;16,90;-0,17
18.01.26 19:25:05;-4,03;0,00;40,29;17,03;-0,15
18.01.26 19:25:07;-4,03;0,00;40,29;17,17;-0,14
18.01.26 19:25:09;-4,03;0,00;39,79;17,30;-0,27
18.01.26 19:25:11;-4,03;0,00;40,29;17,44;-0,10
18.01.26 19:25:13;-4,03;0,00;40,29;17,57;-0,09
18.01.26 19:25:15;-4,03;0,00;40,29;17,70;-0,08
18.01.26 19:25:17;-4,03;0,00;40,29;17,84;-0,21
18.01.26 19:25:19;-3,98;0,00;39,79;17,97;-0,19
18.01.26 19:25:21;-3,98;0,00;39,79;18,10;-0,17
18.01.26 19:25:23;-3,98;0,00;39,79;18,30;-0,16
18.01.26 19:25:25;-3,98;0,00;39,79;18,44;-0,14
18.01.26 19:25:27;-3,98;0,00;39,79;18,57;-0,13
18.01.26 19:25:29;-3,98;0,00;39,79;18,70;-0,12
18.01.26 19:25:31;-3,98;0,00;39,79;18,83;-0,10
18.01.26 19:25:34;-3,98;0,00;39,79;18,97;-0,09
18.01.26 19:25:36;-3,98;0,00;39,79;19,10;-0,09
18.01.26 19:25:38;-3,98;0,00;39,79;19,23;-0,08
18.01.26 19:25:40;-3,98;0,00;39,30;19,36;-0,22
18.01.26 19:25:42;-3,93;0,00;39,30;19,49;-0,19
18.01.26 19:25:44;-3,98;0,00;39,79;19,63;-0,03
18.01.26 19:25:46;-3,93;0,00;39,30;19,76;-0,18
18.01.26 19:25:48;-3,93;0,00;39,30;19,89;-0,15
18.01.26 19:25:50;-3,93;0,00;39,30;20,02;-0,14
18.01.26 19:25:52;-3,93;0,00;39,30;20,15;-0,12
18.01.26 19:25:54;-3,93;0,00;39,30;20,28;-0,11
18.01.26 19:25:56;-3,93;0,00;39,30;20,48;-0,10
18.01.26 19:25:58;-3,93;0,00;39,30;20,61;-0,24
18.01.26 19:26:00;-3,93;0,00;39,30;20,74;-0,22
18.01.26 19:26:02;-3,88;0,00;38,80;20,87;-0,20
18.01.26 19:26:05;-3,88;0,00;38,80;21,00;-0,18
18.01.26 19:26:07;-3,88;0,00;38,80;21,13;-0,16
18.01.26 19:26:09;-3,88;0,00;38,80;21,26;-0,15
18.01.26 19:26:11;-3,88;0,00;38,31;21,39;-0,28
18.01.26 19:26:13;-3,83;0,00;38,31;21,51;-0,25
18.01.26 19:26:15;-3,83;0,00;38,31;21,64;-0,23
18.01.26 19:26:17;-3,83;0,00;38,31;21,77;-0,21
18.01.26 19:26:19;-3,83;0,00;38,31;21,90;-0,18
18.01.26 19:26:21;-3,83;0,00;38,31;22,02;-0,16
18.01.26 19:26:23;-3,83;0,00;38,31;22,15;-0,29
18.01.26 19:26:25;-3,78;0,00;37,81;22,28;-0,12
18.01.26 19:26:27;-3,78;0,00;37,81;22,47;-0,25
18.01.26 19:26:29;-3,78;0,00;37,81;22,59;-0,22
18.01.26 19:26:31;-3,78;0,00;37,81;22,72;-0,20
18.01.26 19:26:33;-3,78;0,00;37,81;22,85;-0,18
18.01.26 19:26:36;-3,78;0,00;37,81;22,97;-0,16
18.01.26 19:26:38;-3,78;0,00;37,81;23,10;-0,15
18.01.26 19:26:40;-3,78;0,00;37,81;23,22;-0,13
18.01.26 19:26:42;-3,78;0,00;37,31;23,35;-0,26
18.01.26 19:26:44;-3,73;0,00;37,31;23,47;-0,24
18.01.26 19:26:46;-3,73;0,00;37,31;23,60;-0,22
18.01.26 19:26:48;-3,73;0,00;37,31;23,72;-0,20
18.01.26 19:26:50;-3,73;0,00;37,31;23,85;-0,18
18.01.26 19:26:52;-3,73;0,00;37,31;23,97;-0,15
18.01.26 19:26:54;-3,73;0,00;37,31;24,10;-0,14
18.01.26 19:26:56;-3,73;0,00;37,31;24,22;-0,12
18.01.26 19:26:58;-3,73;0,00;37,31;24,34;-0,26
18.01.26 19:27:00;-3,68;0,00;36,82;24,53;-0,23
18.01.26 19:27:02;-3,68;0,00;36,82;24,65;-0,21
18.01.26 19:27:04;-3,68;0,00;36,82;24,77;-0,19
18.01.26 19:27:06;-3,68;0,00;36,82;24,90;-0,17
18.01.26 19:27:09;-3,63;0,00;36,32;25,02;-0,30
18.01.26 19:27:11;-3,63;0,00;36,32;25,14;-0,27
18.01.26 19:27:13;-3,63;0,00;36,32;25,26;-0,24
18.01.26 19:27:15;-3,63;0,00;36,32;25,38;-0,22
18.01.26 19:27:17;-3,63;0,00;36,32;25,50;-0,20
18.01.26 19:27:19;-3,63;0,00;36,32;25,62;-0,18
18.01.26 19:27:21;-3,63;0,00;36,32;25,75;-0,16
18.01.26 19:27:23;-3,63;0,00;36,32;25,87;-0,15
18.01.26 19:27:25;-3,63;0,00;36,32;25,99;-0,13
18.01.26 19:27:27;-3,63;0,00;36,32;26,11;-0,11
18.01.26 19:27:29;-3,58;0,00;35,83;26,23;-0,24
18.01.26 19:27:31;-3,58;0,00;35,83;26,41;-0,08
18.01.26 19:27:33;-3,58;0,00;35,83;26,53;-0,20
18.01.26 19:27:35;-3,58;0,00;35,83;26,65;-0,19
18.01.26 19:27:37;-3,58;0,00;35,83;26,77;-0,17
18.01.26 19:27:39;-3,58;0,00;35,83;26,89;-0,15
18.01.26 19:27:42;-3,58;0,00;35,33;27,01;-0,28
18.01.26 19:27:44;-3,53;0,00;35,33;27,12;-0,26
18.01.26 19:27:46;-3,53;0,00;35,33;27,24;-0,23
18.01.26 19:27:48;-3,53;0,00;35,33;27,36;-0,21
18.01.26 19:27:50;-3,53;0,00;35,33;27,48;-0,19
18.01.26 19:27:52;-3,48;0,00;34,83;27,59;-0,31
18.01.26 19:27:54;-3,48;0,00;34,83;27,71;-0,28
18.01.26 19:27:56;-3,48;0,00;34,83;27,83;-0,26
18.01.26 19:27:58;-3,48;0,00;34,83;27,94;-0,22
18.01.26 19:28:00;-3,48;0,00;34,83;28,06;-0,35
18.01.26 19:28:02;-3,48;0,00;34,83;28,17;-0,17
18.01.26 19:28:04;-3,43;0,00;34,34;28,29;-0,29
18.01.26 19:28:06;-3,43;0,00;34,34;28,46;-0,26
18.01.26 19:28:08;-3,43;0,00;34,34;28,57;-0,24
18.01.26 19:28:10;-3,43;0,00;34,34;28,69;-0,22
18.01.26 19:28:12;-3,43;0,00;34,34;28,80;-0,19
18.01.26 19:28:15;-3,43;0,00;34,34;28,92;-0,18
18.01.26 19:28:17;-3,43;0,00;33,84;29,03;-0,31
18.01.26 19:28:19;-3,43;0,00;34,34;29,15;-0,14
18.01.26 19:28:21;-3,38;0,00;33,84;29,26;-0,26
18.01.26 19:28:23;-3,38;0,00;33,84;29,37;-0,23
18.01.26 19:28:25;-3,38;0,00;33,84;29,49;-0,21
18.01.26 19:28:27;-3,38;0,00;33,84;29,65;-0,19
18.01.26 19:28:29;-3,38;0,00;33,84;29,77;-0,17
18.01.26 19:28:31;-3,38;0,00;33,84;29,88;-0,30
18.01.26 19:28:33;-3,33;0,00;33,34;29,99;-0,27
18.01.26 19:28:35;-3,33;0,00;33,34;30,10;-0,25
18.01.26 19:28:38;-3,33;0,00;33,34;30,21;-0,22
18.01.26 19:28:40;-3,33;0,00;32,85;30,32;-0,35
18.01.26 19:28:42;-3,28;0,00;32,85;30,43;-0,31
18.01.26 19:28:44;-3,28;0,00;32,85;30,54;-0,28
18.01.26 19:28:46;-3,28;0,00;32,85;30,65;-0,26
18.01.26 19:28:48;-3,28;0,00;32,85;30,76;-0,23
18.01.26 19:28:50;-3,28;0,00;32,85;30,87;-0,21
18.01.26 19:28:52;-3,24;0,00;32,35;30,98;-0,33
18.01.26 19:28:54;-3,24;0,00;32,35;31,09;-0,30
18.01.26 19:28:56;-3,24;0,00;32,35;31,19;-0,25
18.01.26 19:28:58;-3,24;0,00;32,35;31,30;-0,23
18.01.26 19:29:00;-3,24;0,00;32,35;31,41;-0,21
18.01.26 19:29:02;-3,24;0,00;32,35;31,57;-0,19
18.01.26 19:29:04;-3,19;0,00;31,86;31,68;-0,31
18.01.26 19:29:06;-3,19;0,00;31,86;31,79;-0,14
18.01.26 19:29:08;-3,19;0,00;31,86;31,89;-0,27
18.01.26 19:29:10;-3,19;0,00;31,86;32,00;-0,24
18.01.26 19:29:13;-3,19;0,00;31,86;32,11;-0,22
18.01.26 19:29:15;-3,19;0,00;31,86;32,21;-0,20
18.01.26 19:29:17;-3,19;0,00;31,86;32,32;-0,18
18.01.26 19:29:19;-3,19;0,00;31,86;32,42;-0,16
18.01.26 19:29:21;-3,19;0,00;31,86;32,53;-0,15
18.01.26 19:29:23;-3,14;0,00;31,36;32,64;-0,28
18.01.26 19:29:25;-3,14;0,00;31,36;32,74;-0,25
