run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775539424_eec177a0,1775539425.6098845,1775540322.1766548,896.5667703151703,356,7.0,981.0,11.0,231.4819186300276,23.694434494187504,0.978734032637408,1.2722172737121582,326.51662731170654,-1.2722172737121582,209,completed
