run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774285139_3dae6b20,1774285141.185227,1774285537.39002,396.204793214798,141,6.0,200.0,5.0,156.19780509051654,95.33950913794493,1.374426526427269,3.0503640174865723,45.893810987472534,-3.0503640174865723,116
