run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774316927_61cc30da,1774316929.058406,1774317825.4937887,896.435382604599,303,25.0,500.0,20.0,190.3636262496728,1811.164656712236,9.463189341763897,13.388625144958496,457.43173241615295,-13.388625144958496,139
