run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774479752_5ad35a52,1774479753.4265869,1774480555.9002938,802.4737069606781,280,24.0,993.0,7.0,297.5669641433175,396.3256627599259,2.6768078867594403,6.246574401855469,172.59686470031738,-6.246574401855469,205
