run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775516417_180b6a6a,1775516418.731826,1775517315.170143,896.438316822052,357,6.0,997.0,16.0,179.60146088425333,13.991379631104403,0.6367847974910292,0.7434768676757812,391.3508152961731,-0.7434768676757812,185,completed
