run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774577693_016c82c8,1774577694.3593144,1774578590.8584611,896.4991466999054,351,34.0,404.0,18.0,205.35006717384763,1330.853930968673,6.658325438286848,11.475866317749023,362.0264050960541,-11.475866317749023,194
