run_id,timestamp,kp,ki,kd,temp,temp_ref,temp_raw,temp_u,temp_u_p,temp_u_i,temp_u_d,sq_error
run_1774577693_016c82c8,1774577694.3593144,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-78.09716033935547,-73.0553207397461,-5.045145511627197,0.0033056659158319235,616.9664805787761
run_1774577693_016c82c8,1774577696.9091468,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-78.4591293334961,-73.0553207397461,-5.58763313293457,0.0028441427275538445,616.9664805787761
run_1774577693_016c82c8,1774577699.5561297,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-79.00203704833984,-73.0553207397461,-5.949292182922363,0.002447055419906974,616.9664805787761
run_1774577693_016c82c8,1774577702.116576,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-79.5448989868164,-73.0553207397461,-6.491784572601318,0.0022136324550956488,616.9664805787761
run_1774577693_016c82c8,1774577704.658901,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-79.90676879882812,-73.0553207397461,-7.034283638000488,0.0019045741064473987,616.9664805787761
run_1774577693_016c82c8,1774577707.2453299,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-80.45809936523438,-73.0553207397461,-7.395425319671631,-0.0073499735444784164,614.7591134981813
run_1774577693_016c82c8,1774577709.8012898,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-80.81906127929688,-73.0553207397461,-7.937924385070801,-0.0063238018192350864,616.9664805787761
run_1774577693_016c82c8,1774577712.3449352,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-81.36063385009766,-73.0553207397461,-8.299591064453125,-0.005720576737076044,616.9664805787761
run_1774577693_016c82c8,1774577714.9056473,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-81.47648620605469,-73.0553207397461,-8.841565132141113,-0.013994758948683739,614.7591134981813
run_1774577693_016c82c8,1774577717.445623,34.0,404.0,18.0,24.838809967041016,0.0,21.39362907409668,-82.02701568603516,-72.92451477050781,-9.202936172485352,-0.018709655851125717,616.9664805787761
run_1774577693_016c82c8,1774577719.9932156,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-82.63761138916016,-73.0553207397461,-9.74533748626709,-0.01692495122551918,616.9664805787761
run_1774577693_016c82c8,1774577722.5375547,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-82.93864440917969,-72.92451477050781,-10.106380462646484,0.08774667233228683,614.7591134981813
run_1774577693_016c82c8,1774577725.0961938,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-83.73722839355469,-73.0553207397461,-10.648191452026367,-0.033720310777425766,614.7591134981813
run_1774577693_016c82c8,1774577727.6528618,34.0,404.0,18.0,24.794336318969727,0.0,21.443660736083984,-84.10215759277344,-73.0553207397461,-11.19029712677002,-0.03554884344339371,614.7591134981813
run_1774577693_016c82c8,1774577730.196613,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-84.40044403076172,-72.92451477050781,-11.551340103149414,0.07540973275899887,614.7591134981813
run_1774577693_016c82c8,1774577732.7807643,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-84.7686538696289,-72.92451477050781,-12.092855453491211,0.0648813545703888,614.7591134981813
run_1774577693_016c82c8,1774577735.325262,34.0,404.0,18.0,24.794336318969727,0.0,21.443660736083984,-85.56825256347656,-73.0553207397461,-12.453898429870605,-0.0590318888425827,614.7591134981813
run_1774577693_016c82c8,1774577737.8684616,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-85.43621826171875,-72.92451477050781,-12.995258331298828,0.047807034105062485,612.5586290420651
run_1774577693_016c82c8,1774577740.4217348,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-86.237548828125,-72.92451477050781,-13.356283187866211,0.04324674978852272,614.7591134981813
run_1774577693_016c82c8,1774577742.9655826,34.0,404.0,18.0,24.838809967041016,0.0,21.443660736083984,-86.85015106201172,-72.92451477050781,-13.898197174072266,0.044081248342990875,616.9664805787761
run_1774577693_016c82c8,1774577745.509782,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-87.14385986328125,-72.92451477050781,-14.259222030639648,0.0379268154501915,614.7591134981813
run_1774577693_016c82c8,1774577748.0642426,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-87.5086898803711,-72.92451477050781,-14.800760269165039,0.03430899977684021,614.7591134981813
run_1774577693_016c82c8,1774577750.612296,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-88.05526733398438,-72.92451477050781,-15.161785125732422,0.029518917202949524,614.7591134981813
run_1774577693_016c82c8,1774577753.1631634,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-88.60113525390625,-72.92451477050781,-15.703323364257812,0.02670312486588955,614.7591134981813
run_1774577693_016c82c8,1774577755.7306075,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-88.96470642089844,-72.92451477050781,-16.244861602783203,0.022974956780672073,614.7591134981813
run_1774577693_016c82c8,1774577758.2694826,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-89.5096206665039,-72.92451477050781,-16.605886459350586,0.020783385261893272,614.7591134981813
run_1774577693_016c82c8,1774577760.8173454,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-89.87263488769531,-72.92451477050781,-17.147424697875977,0.01788170076906681,614.7591134981813
run_1774577693_016c82c8,1774577763.3615081,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-90.41678619384766,-72.92451477050781,-17.50844955444336,0.016175976023077965,614.7591134981813
run_1774577693_016c82c8,1774577765.909345,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-90.77935791015625,-72.92451477050781,-18.04998779296875,0.013917556032538414,614.7591134981813
run_1774577693_016c82c8,1774577768.4833457,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-91.32294464111328,-72.92451477050781,-18.411012649536133,0.011974450200796127,614.7591134981813
run_1774577693_016c82c8,1774577771.0335758,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-91.68517303466797,-72.92451477050781,-18.952550888061523,0.010832215659320354,614.7591134981813
run_1774577693_016c82c8,1774577773.5816083,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-92.2282943725586,-72.92451477050781,-19.31357765197754,0.009319868870079517,614.7591134981813
run_1774577693_016c82c8,1774577776.130915,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-92.77120971679688,-72.92451477050781,-19.855113983154297,0.008430852554738522,614.7591134981813
run_1774577693_016c82c8,1774577778.686492,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-93.1330337524414,-72.92451477050781,-20.396652221679688,0.00725377444177866,614.7591134981813
run_1774577693_016c82c8,1774577781.2415423,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-93.67562866210938,-72.92451477050781,-20.757678985595703,0.006561841815710068,614.7591134981813
run_1774577693_016c82c8,1774577783.795794,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-94.03728485107422,-72.92451477050781,-21.29921531677246,0.005645706318318844,614.7591134981813
run_1774577693_016c82c8,1774577786.3380597,34.0,404.0,18.0,24.794336318969727,0.0,21.34366226196289,-94.33252716064453,-72.79389190673828,-21.66014289855957,0.12150216847658157,614.7591134981813
run_1774577693_016c82c8,1774577788.8974254,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-94.94943237304688,-72.92451477050781,-22.201255798339844,-0.003968377597630024,614.7591134981813
run_1774577693_016c82c8,1774577791.4399786,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-95.49038696289062,-72.92451477050781,-22.562280654907227,0.11067017912864685,614.7591134981813
run_1774577693_016c82c8,1774577794.0222535,34.0,404.0,18.0,24.794336318969727,0.0,21.39362907409668,-95.8573989868164,-72.79389190673828,-23.10332679748535,0.10690821707248688,614.7591134981813
run_1774577693_016c82c8,1774577796.5741389,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-96.16087341308594,-72.79389190673828,-23.463695526123047,0.09198214113712311,612.5586290420651
run_1774577693_016c82c8,1774577799.128631,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-96.71493530273438,-72.79389190673828,-24.00425148010254,0.08320801705121994,612.5586290420651
run_1774577693_016c82c8,1774577801.6766474,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-97.08324432373047,-72.79389190673828,-24.5448055267334,0.07159087806940079,612.5586290420651
run_1774577693_016c82c8,1774577804.2157614,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-97.6343002319336,-72.79389190673828,-24.905174255371094,0.06476186215877533,612.5586290420651
run_1774577693_016c82c8,1774577806.7670667,34.0,404.0,18.0,24.749921798706055,0.0,21.34366226196289,-98.00084686279297,-72.79389190673828,-25.4454345703125,0.1688169687986374,612.5586290420651
run_1774577693_016c82c8,1774577809.3106482,34.0,404.0,18.0,24.705448150634766,0.0,21.293630599975586,-98.31552124023438,-72.66307830810547,-25.80514907836914,0.1527135819196701,610.3591683237028
run_1774577693_016c82c8,1774577811.8540852,34.0,404.0,18.0,24.661008834838867,0.0,21.243635177612305,-98.44579315185547,-72.53237915039062,-26.344097137451172,0.23887695372104645,608.1653567520007
run_1774577693_016c82c8,1774577814.4080987,34.0,404.0,18.0,24.616539001464844,0.0,21.193607330322266,-98.7784194946289,-72.40158081054688,-26.70266342163086,0.3258272707462311,605.9739924106398
run_1774577693_016c82c8,1774577816.963337,34.0,404.0,18.0,24.57208251953125,0.0,21.143592834472656,-98.92272186279297,-72.14013671875,-27.239561080932617,0.5042394399642944,603.7872393466532
run_1774577693_016c82c8,1774577819.5159533,34.0,404.0,18.0,24.527645111083984,0.0,21.093599319458008,-99.28070068359375,-72.14013671875,-27.596712112426758,0.5480614304542542,601.6053746952821
run_1774577693_016c82c8,1774577822.0888178,34.0,404.0,18.0,24.438722610473633,0.0,20.993562698364258,-99.19512939453125,-71.87859344482422,-28.131061553955078,0.6054811477661133,597.2511628316752
run_1774577693_016c82c8,1774577824.635836,34.0,404.0,18.0,24.438722610473633,0.0,20.89356231689453,-99.3275375366211,-71.61715698242188,-28.48644256591797,0.853397786617279,597.2511628316752
run_1774577693_016c82c8,1774577827.1813035,34.0,404.0,18.0,24.305397033691406,0.0,20.843570709228516,-99.73188018798828,-71.48645782470703,-29.01741600036621,0.7719926238059998,590.752324965375
run_1774577693_016c82c8,1774577829.7219596,34.0,404.0,18.0,24.260963439941406,0.0,20.693553924560547,-99.42265319824219,-71.09425354003906,-29.54665184020996,0.9913173317909241,588.5943470341736
run_1774577693_016c82c8,1774577832.266371,34.0,404.0,18.0,24.172046661376953,0.0,20.693553924560547,-99.60594940185547,-70.83284759521484,-29.898157119750977,1.1250526905059814,584.2878397997847
run_1774577693_016c82c8,1774577834.8237498,34.0,404.0,18.0,24.038734436035156,0.0,20.543577194213867,-99.82100677490234,-70.70215606689453,-30.423154830932617,1.1874052286148071,577.8607532862225
run_1774577693_016c82c8,1774577837.3731792,34.0,404.0,18.0,23.905399322509766,0.0,20.34357261657715,-99.54173278808594,-70.17927551269531,-30.77140235900879,1.40894615650177,571.4681167686504
run_1774577693_016c82c8,1774577839.922702,34.0,404.0,18.0,23.816524505615234,0.0,20.293590545654297,-99.77960968017578,-69.91789245605469,-31.291702270507812,1.433849811553955,567.226839526571
run_1774577693_016c82c8,1774577842.4752831,34.0,404.0,18.0,23.72765350341797,0.0,20.19361114501953,-100.0,-69.78721618652344,-31.637466430664062,1.5660319328308105,563.001540778263
run_1774577693_016c82c8,1774577845.0134974,34.0,404.0,18.0,23.59433364868164,0.0,20.043624877929688,-99.77295684814453,-69.13373565673828,-32.15323257446289,1.7604848146438599,556.6925803253107
run_1774577693_016c82c8,1774577847.5757668,34.0,404.0,18.0,23.505470275878906,0.0,19.8936767578125,-99.79273986816406,-69.0030746459961,-32.49518585205078,1.8503931760787964,552.5071328902268
run_1774577693_016c82c8,1774577850.1140964,34.0,404.0,18.0,23.327735900878906,0.0,19.743703842163086,-99.83067321777344,-68.61099243164062,-33.00547790527344,1.785791277885437,544.1832622611546
run_1774577693_016c82c8,1774577852.6664333,34.0,404.0,18.0,23.23885154724121,0.0,19.593751907348633,-99.61815643310547,-68.21895599365234,-33.51248550415039,2.084649085998535,540.0442212347152
run_1774577693_016c82c8,1774577855.2193725,34.0,404.0,18.0,23.10558319091797,0.0,19.4937801361084,-99.43284606933594,-67.6962661743164,-33.848331451416016,2.1117470264434814,533.867974592431
run_1774577693_016c82c8,1774577857.7632356,34.0,404.0,18.0,22.883472442626953,0.0,19.243906021118164,-99.23113250732422,-67.30432891845703,-34.34959030151367,2.145883798599243,523.6533110324672
run_1774577693_016c82c8,1774577860.3147368,34.0,404.0,18.0,22.83904266357422,0.0,19.09392738342285,-99.3125991821289,-66.9122314453125,-34.68196105957031,2.281585454940796,521.6218697885633
run_1774577693_016c82c8,1774577862.868467,34.0,404.0,18.0,22.66132354736328,0.0,18.993988037109375,-99.37584686279297,-66.65094757080078,-35.1768913269043,2.401677131652832,513.5355849182815
run_1774577693_016c82c8,1774577865.4250524,34.0,404.0,18.0,22.528078079223633,0.0,18.744152069091797,-98.98443603515625,-65.99778747558594,-35.50505828857422,2.3952839374542236,507.51430194359637
run_1774577693_016c82c8,1774577867.9873447,34.0,404.0,18.0,22.350419998168945,0.0,18.644222259521484,-99.06365203857422,-65.47527313232422,-35.99371337890625,2.6144282817840576,499.5412740945503
run_1774577693_016c82c8,1774577870.5533988,34.0,404.0,18.0,22.217159271240234,0.0,18.49430274963379,-99.1851577758789,-65.3445816040039,-36.317481994628906,2.581690788269043,493.6021660836559
run_1774577693_016c82c8,1774577873.103617,34.0,404.0,18.0,22.03950309753418,0.0,18.29444122314453,-98.5688705444336,-64.56085205078125,-36.79996109008789,2.791943311691284,485.7396967862187
run_1774577693_016c82c8,1774577875.6416852,34.0,404.0,18.0,21.950687408447266,0.0,18.094573974609375,-98.6669692993164,-64.29954528808594,-37.11897277832031,2.733380079269409,481.83267770336533
run_1774577693_016c82c8,1774577878.1933293,34.0,404.0,18.0,21.7286376953125,0.0,17.944717407226562,-98.8065185546875,-63.90776062011719,-37.59499740600586,2.6962316036224365,472.1336960941553
run_1774577693_016c82c8,1774577880.7379472,34.0,404.0,18.0,21.639829635620117,0.0,17.744903564453125,-98.40875244140625,-63.38536834716797,-38.06678771972656,2.980534076690674,468.2822266586627
run_1774577693_016c82c8,1774577883.2971308,34.0,404.0,18.0,21.46221160888672,0.0,17.644987106323242,-98.56122589111328,-62.99353790283203,-38.37913131713867,2.811440944671631,460.62652714463184
run_1774577693_016c82c8,1774577885.8458672,34.0,404.0,18.0,21.240196228027344,0.0,17.395221710205078,-98.16802978515625,-62.47116470336914,-38.84431838989258,2.8464901447296143,451.145935805107
