run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774587903_f47e5427,1774587904.4109097,1774588802.3202536,897.909343957901,394,25.0,883.0,18.0,235.24622719623383,865.0517982096042,5.4624162409679,9.235897064208984,328.5718080997467,-9.235897064208984,228
