run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774291963_221f4426,1774291964.7426214,1774292561.4417024,596.6990809440613,210,18.0,200.0,5.0,326.650836053902,908.4531341518775,4.659095807125171,9.491284370422363,147.4624171257019,-9.491284370422363,150
