run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774490984_f904dec2,1774490985.2111323,1774491883.3806112,898.1694786548615,364,24.0,700.0,6.0,173.20639372026486,819.1312786866803,5.689778727869833,8.972261428833008,421.3374242782593,-8.972261428833008,178
