run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774487764_1f016bf9,1774487765.608065,1774488662.585302,896.9772374629974,365,24.0,489.0,13.0,230.68731149924292,1174.4876239835514,6.472572073879012,10.773334503173828,368.3844368457794,-10.773334503173828,199
