run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775514024_8a045a38,1775514025.4613824,1775514924.079062,898.6176795959473,357,5.0,981.0,11.0,153.11219385018424,14.193716247571647,0.6381232698084944,0.7434768676757812,401.4007225036621,-0.7434768676757812,180,completed
