run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775439099_2a20b7d8,1775439100.8650677,1775439998.2769003,897.4118325710297,283,6.0,714.0,10.0,273.48441346217993,1033.4303727349625,4.005525881903512,10.114519119262695,319.49383568763733,-10.114519119262695,213,completed
