run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index,status
run_1775838407_4f10b474,1775838409.0122268,1775839307.568762,898.556535243988,351,6.0,997.0,16.0,183.35769745045314,17.537285342574737,0.8021711367039592,0.9637908935546875,372.3092670440674,-0.9637908935546875,188,completed
