run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1775164108_b993e7b2,1775164109.5796556,1775165003.3305156,893.7508599758148,313,34.0,404.0,18.0,249.8109625378225,1421.1151213971877,4.860787116248032,11.870996475219728,352.4380567073822,-11.870996475219728,197
