run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774482215_cd8c2176,1774482216.3251212,1774483109.6768107,893.3516895771027,223,24.0,993.0,7.0,227.54397097278428,540.2419289823276,4.890576642135094,7.258003234863281,428.2621383666992,-7.258003234863281,165
