run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774302494_9cf508b8,1774302495.944913,1774303393.7689118,897.8239991664886,355,6.0,1000.0,20.0,149.33535580831236,90.55911301196886,2.19992318269935,2.80611252784729,480.82573199272156,-2.80611252784729,153
