run_id,start_ts,end_ts,duration_s,num_samples,kp,ki,kd,mse,cost,tail_mae,negative_overshoot,time_below_0,min_temp,tail_start_index
run_1774582578_2482e903,1774582579.212392,1774583475.5825777,896.3701856136322,349,34.0,976.0,8.0,207.017793833002,817.9864637656935,5.70943115593551,8.972261428833008,363.1140568256378,-8.972261428833008,195
